Year,Offence Division,Incidents Recorded,Local Government Area
2021,B Property and deception offences,1,Moorabool
2021,B Property and deception offences,126,Moorabool
2021,B Property and deception offences,40,Moorabool
2021,B Property and deception offences,56,Moorabool
2021,B Property and deception offences,148,Moorabool
2021,B Property and deception offences,35,Moorabool
2021,B Property and deception offences,17,Moorabool
2021,B Property and deception offences,21,Moorabool
2021,B Property and deception offences,165,Moorabool
2021,B Property and deception offences,11,Moorabool
2021,B Property and deception offences,49,Moorabool
2021,B Property and deception offences,7,Moorabool
2021,B Property and deception offences,1,Moorabool
2021,C Drug offences,12,Moorabool
2021,C Drug offences,11,Moorabool
2021,C Drug offences,1,Moorabool
2021,C Drug offences,53,Moorabool
2021,D Public order and security offences,25,Moorabool
2021,D Public order and security offences,41,Moorabool
2021,D Public order and security offences,1,Moorabool
2021,D Public order and security offences,9,Moorabool
2021,D Public order and security offences,12,Moorabool
2021,D Public order and security offences,6,Moorabool
2021,D Public order and security offences,3,Moorabool
2021,D Public order and security offences,1,Moorabool
2021,D Public order and security offences,10,Moorabool
2021,E Justice procedures offences,53,Moorabool
2021,E Justice procedures offences,1,Moorabool
2021,E Justice procedures offences,1,Moorabool
2021,E Justice procedures offences,104,Moorabool
2021,E Justice procedures offences,11,Moorabool
2021,E Justice procedures offences,64,Moorabool
2021,E Justice procedures offences,9,Moorabool
2021,F Other offences,1,Moorabool
2021,F Other offences,1,Moorabool
2021,F Other offences,1,Moorabool
2021,F Other offences,1,Moorabool
2021,F Other offences,1,Moorabool
2021,F Other offences,359,Moorabool
2021,F Other offences,2,Moorabool
2020,A Crimes against the person,4,Moorabool
2020,A Crimes against the person,42,Moorabool
2020,A Crimes against the person,41,Moorabool
2020,A Crimes against the person,4,Moorabool
2020,A Crimes against the person,66,Moorabool
2020,A Crimes against the person,15,Moorabool
2020,A Crimes against the person,35,Moorabool
2020,A Crimes against the person,1,Moorabool
2020,A Crimes against the person,3,Moorabool
2020,A Crimes against the person,1,Moorabool
2020,A Crimes against the person,1,Moorabool
2020,A Crimes against the person,5,Moorabool
2020,A Crimes against the person,4,Moorabool
2020,A Crimes against the person,6,Moorabool
2020,A Crimes against the person,2,Moorabool
2020,A Crimes against the person,10,Moorabool
2020,A Crimes against the person,5,Moorabool
2020,A Crimes against the person,2,Moorabool
2020,A Crimes against the person,4,Moorabool
2020,A Crimes against the person,18,Moorabool
2020,B Property and deception offences,18,Moorabool
2020,B Property and deception offences,1,Moorabool
2020,B Property and deception offences,16,Moorabool
2020,B Property and deception offences,154,Moorabool
2020,B Property and deception offences,4,Moorabool
2020,B Property and deception offences,1,Moorabool
2020,B Property and deception offences,12,Moorabool
2020,B Property and deception offences,3,Moorabool
2020,B Property and deception offences,144,Moorabool
2020,B Property and deception offences,70,Moorabool
2020,B Property and deception offences,67,Moorabool
2020,B Property and deception offences,167,Moorabool
2020,B Property and deception offences,47,Moorabool
2020,B Property and deception offences,15,Moorabool
2020,B Property and deception offences,20,Moorabool
2020,B Property and deception offences,215,Moorabool
2020,B Property and deception offences,7,Moorabool
2020,B Property and deception offences,57,Moorabool
2020,B Property and deception offences,1,Moorabool
2020,B Property and deception offences,1,Moorabool
2020,C Drug offences,3,Moorabool
2020,C Drug offences,7,Moorabool
2020,C Drug offences,5,Moorabool
2020,C Drug offences,49,Moorabool
2020,D Public order and security offences,25,Moorabool
2020,D Public order and security offences,28,Moorabool
2020,D Public order and security offences,12,Moorabool
2020,D Public order and security offences,2,Moorabool
2020,D Public order and security offences,1,Moorabool
2020,D Public order and security offences,1,Moorabool
2020,E Justice procedures offences,40,Moorabool
2020,E Justice procedures offences,3,Moorabool
2020,E Justice procedures offences,3,Moorabool
2020,E Justice procedures offences,102,Moorabool
2020,E Justice procedures offences,14,Moorabool
2020,E Justice procedures offences,47,Moorabool
2020,E Justice procedures offences,5,Moorabool
2020,F Other offences,1,Moorabool
2020,F Other offences,4,Moorabool
2019,A Crimes against the person,2,Moorabool
2019,A Crimes against the person,59,Moorabool
2019,A Crimes against the person,26,Moorabool
2019,A Crimes against the person,8,Moorabool
2019,A Crimes against the person,78,Moorabool
2019,A Crimes against the person,20,Moorabool
2019,A Crimes against the person,36,Moorabool
2019,A Crimes against the person,1,Moorabool
2019,A Crimes against the person,2,Moorabool
2019,A Crimes against the person,3,Moorabool
2019,A Crimes against the person,1,Moorabool
2019,A Crimes against the person,5,Moorabool
2019,A Crimes against the person,1,Moorabool
2019,A Crimes against the person,6,Moorabool
2019,A Crimes against the person,14,Moorabool
2019,A Crimes against the person,8,Moorabool
2019,A Crimes against the person,4,Moorabool
2019,A Crimes against the person,23,Moorabool
2019,B Property and deception offences,19,Moorabool
2019,B Property and deception offences,24,Moorabool
2019,B Property and deception offences,187,Moorabool
2019,B Property and deception offences,12,Moorabool
2019,B Property and deception offences,1,Moorabool
2019,B Property and deception offences,16,Moorabool
2019,B Property and deception offences,98,Moorabool
2019,B Property and deception offences,57,Moorabool
2019,B Property and deception offences,2,Moorabool
2019,B Property and deception offences,71,Moorabool
2019,B Property and deception offences,144,Moorabool
2019,B Property and deception offences,45,Moorabool
2019,B Property and deception offences,16,Moorabool
2019,B Property and deception offences,17,Moorabool
2019,B Property and deception offences,1,Moorabool
2019,B Property and deception offences,231,Moorabool
2019,B Property and deception offences,4,Moorabool
2019,B Property and deception offences,43,Moorabool
2019,C Drug offences,9,Moorabool
2019,C Drug offences,3,Moorabool
2019,C Drug offences,2,Moorabool
2019,C Drug offences,37,Moorabool
2019,D Public order and security offences,13,Moorabool
2019,D Public order and security offences,16,Moorabool
2019,D Public order and security offences,9,Moorabool
2019,D Public order and security offences,5,Moorabool
2019,D Public order and security offences,3,Moorabool
2019,D Public order and security offences,6,Moorabool
2019,D Public order and security offences,2,Moorabool
2019,E Justice procedures offences,49,Moorabool
2019,E Justice procedures offences,1,Moorabool
2019,E Justice procedures offences,7,Moorabool
2019,E Justice procedures offences,125,Moorabool
2019,E Justice procedures offences,5,Moorabool
2019,E Justice procedures offences,52,Moorabool
2019,E Justice procedures offences,2,Moorabool
2019,F Other offences,1,Moorabool
2019,F Other offences,1,Moorabool
2022,A Crimes against the person,2,Moreland
2022,A Crimes against the person,149,Moreland
2022,A Crimes against the person,164,Moreland
2022,A Crimes against the person,22,Moreland
2022,A Crimes against the person,298,Moreland
2022,A Crimes against the person,255,Moreland
2022,A Crimes against the person,231,Moreland
2022,A Crimes against the person,3,Moreland
2022,A Crimes against the person,6,Moreland
2022,A Crimes against the person,38,Moreland
2022,A Crimes against the person,3,Moreland
2022,A Crimes against the person,4,Moreland
2022,A Crimes against the person,1,Moreland
2022,A Crimes against the person,37,Moreland
2022,A Crimes against the person,30,Moreland
2022,A Crimes against the person,16,Moreland
2022,A Crimes against the person,16,Moreland
2022,A Crimes against the person,64,Moreland
2022,A Crimes against the person,51,Moreland
2022,A Crimes against the person,11,Moreland
2022,A Crimes against the person,2,Moreland
2022,A Crimes against the person,16,Moreland
2022,A Crimes against the person,40,Moreland
2022,B Property and deception offences,36,Moreland
2022,B Property and deception offences,1,Moreland
2022,B Property and deception offences,1,Moreland
2022,B Property and deception offences,700,Moreland
2022,B Property and deception offences,83,Moreland
2022,B Property and deception offences,6,Moreland
2022,B Property and deception offences,101,Moreland
2022,B Property and deception offences,8,Moreland
2022,B Property and deception offences,505,Moreland
2022,B Property and deception offences,233,Moreland
2022,B Property and deception offences,1,Moreland
2022,B Property and deception offences,443,Moreland
2022,B Property and deception offences,1663,Moreland
2022,B Property and deception offences,350,Moreland
2022,B Property and deception offences,349,Moreland
2022,B Property and deception offences,162,Moreland
2022,B Property and deception offences,1,Moreland
2022,B Property and deception offences,930,Moreland
2022,B Property and deception offences,50,Moreland
2022,B Property and deception offences,486,Moreland
2022,B Property and deception offences,19,Moreland
2022,B Property and deception offences,3,Moreland
2022,B Property and deception offences,2,Moreland
2022,C Drug offences,43,Moreland
2022,C Drug offences,10,Moreland
2022,C Drug offences,13,Moreland
2022,C Drug offences,1,Moreland
2022,C Drug offences,143,Moreland
2022,D Public order and security offences,35,Moreland
2022,D Public order and security offences,104,Moreland
2022,D Public order and security offences,2,Moreland
2022,D Public order and security offences,6,Moreland
2022,D Public order and security offences,30,Moreland
2022,D Public order and security offences,16,Moreland
2022,D Public order and security offences,4,Moreland
2022,D Public order and security offences,6,Moreland
2022,D Public order and security offences,2,Moreland
2022,D Public order and security offences,2,Moreland
2022,D Public order and security offences,2,Moreland
2022,D Public order and security offences,32,Moreland
2022,D Public order and security offences,1,Moreland
2022,E Justice procedures offences,112,Moreland
2022,E Justice procedures offences,6,Moreland
2022,E Justice procedures offences,1,Moreland
2022,E Justice procedures offences,20,Moreland
2022,E Justice procedures offences,495,Moreland
2022,E Justice procedures offences,76,Moreland
2022,E Justice procedures offences,286,Moreland
2022,E Justice procedures offences,11,Moreland
2022,F Other offences,3,Moreland
2022,F Other offences,1,Moreland
2022,F Other offences,1,Moreland
2022,F Other offences,115,Moreland
2022,F Other offences,2,Moreland
2021,A Crimes against the person,2,Moreland
